madde_no,madde_baslik,raw_text,normalized_text,tokens,token_count,unique_tokens,unique_token_count,roots,sentence_count
905,Değer biçilmesinde gereken özenin gösterilmemesinden Devlet sorumludur,"Madde 905 - Değer biçilmesinde gereken özenin gösterilmemesinden Devlet sorumludur. Devlet, kusuru olan m emurlara rücu edebilir. IV. Yükten kurtarma","madde 905 - değer biçilmesinde gereken özenin gösterilmemesinden devlet sorumludur . devlet , kusuru olan memurlara rücu edebilir . iv . yükten kurtarma","['madde', 'değer', 'biçilmesinde', 'gereken', 'özenin', 'gösterilmemesinden', 'devlet', 'sorumludur', 'devlet', 'kusuru', 'olan', 'memurlara', 'rücu', 'edebilir', 'iv', 'yükten', 'kurtarma']",17,"['yükten', 'özenin', 'edebilir', 'biçilmesinde', 'gösterilmemesinden', 'kusuru', 'devlet', 'değer', 'gereken', 'memurlara', 'kurtarma', 'rücu', 'olan', 'iv', 'sorumludur', 'madde']",16,"['madde', 'değ', 'biç', 'gerek', 'özen', 'göster', 'devlet', 'sorumlu', 'devlet', 'kusur', 'ol', 'memur', 'rücu', 'ed', 'iv', 'yük', 'kurtar']",3
906,İrat senedi ile yüklü olan taşınma zın maliki,"Madde 906 - İrat senedi ile yüklü olan taşınma zın maliki, sözleşmeyle daha uzun bir bildirim süresi kabul edilmiş olsa bile, her altı yıllık dönemin sonu için bir yıl önce bildirmek ve bedelini ödemek koşuluyla t aşınmazın yükten kurtarılmasını isteyebilir. Kanunda öngörülen hâller dışında alacaklı, an cak her on yıllık dönemin sonu için bir yıl önce bildirmek suretiyle borcun ödenmesini isteyebilir. V. Borç ve mülkiyet","madde 906 - irat senedi ile yüklü olan taşınmazın maliki , sözleşmeyle daha uzun bir bildirim süresi kabul edilmiş olsa bile , her altı yıllık dönemin sonu için bir yıl önce bildirmek ve bedelini ödemek koşuluyla taşınmazın yükten kurtarılmasını isteyebilir . kanunda öngörülen haller dışında alacaklı , ancak her on yıllık dönemin sonu için bir yıl önce bildirmek suretiyle borcun ödenmesini isteyebilir . v . borç ve mülkiyet","['madde', 'irat', 'senedi', 'ile', 'yüklü', 'olan', 'taşınmazın', 'maliki', 'sözleşmeyle', 'daha', 'uzun', 'bir', 'bildirim', 'süresi', 'kabul', 'edilmiş', 'olsa', 'bile', 'her', 'altı', 'yıllık', 'dönemin', 'sonu', 'için', 'bir', 'yıl', 'önce', 'bildirmek', 've', 'bedelini', 'ödemek', 'koşuluyla', 'taşınmazın', 'yükten', 'kurtarılmasını', 'isteyebilir', 'kanunda', 'öngörülen', 'haller', 'dışında', 'alacaklı', 'ancak', 'her', 'on', 'yıllık', 'dönemin', 'sonu', 'için', 'bir', 'yıl', 'önce', 'bildirmek', 'suretiyle', 'borcun', 'ödenmesini', 'isteyebilir', 'v', 'borç', 've', 'mülkiyet']",60,"['yükten', 'ödemek', 'için', 'mülkiyet', 'bir', 'isteyebilir', 'kanunda', 'uzun', 'edilmiş', 'altı', 'koşuluyla', 'suretiyle', 'bildirmek', 'öngörülen', 'maliki', 'süresi', 'olan', 'yıl', 'haller', 'borç', 'bildirim', 'daha', 'kabul', 'senedi', 'sonu', 'bedelini', 'taşınmazın', 'bile', 'yıllık', 'alacaklı', 'ile', 'dönemin', 'dışında', 'olsa', 'kurtarılmasını', 'v', 'ödenmesini', 'her', 've', 'önce', 'ancak', 'borcun', 'on', 'yüklü', 'irat', 'madde', 'sözleşmeyle']",47,"['madde', 'irat', 'sened', 'ile', 'yük', 'ol', 'taşınmaz', 'malik', 'sözleşme', 'daha', 'uzun', 'bir', 'bildiri', 'sür', 'kabul', 'ed', 'ol', 'bile', 'her', 'altı', 'yıllık', 'döne', 'son', 'için', 'bir', 'yıl', 'önce', 'bildir', 've', 'bedel', 'öde', 'koşul', 'taşınmaz', 'yük', 'kurtar', 'iste', 'kanu', 'öngör', 'hal', 'dış', 'alacak', 'ancak', 'her', 'on', 'yıllık', 'döne', 'son', 'için', 'bir', 'yıl', 'önce', 'bildir', 'suret', 'borc', 'öde', 'iste', 'v', 'borç', 've', 'mülkiyet']",3
907,İrat senedinin borçlusu yüklü taşı nmazın malikidir,"Madde 907 - İrat senedinin borçlusu yüklü taşı nmazın malikidir. Yüklü taşınmazı edinen kimse irat senedinin borçlusu olur ve eski malik başka bir işleme gerek kalmaksızın borcundan kurtulur. Faiz borçları, taşınmazla güvenceye bağlı olmaktan çıktığı tarihten başlayarak malikin kişisel borcu olur. VI. Bölünme","madde 907 - irat senedinin borçlusu yüklü taşınmazın malikidir . yüklü taşınmazı edinen kimse irat senedinin borçlusu olur ve eski malik başka bir işleme gerek kalmadan borcundan kurtulur . faiz borçları , taşınmazla güvenceye bağlı olmaktan çıktığı tarihten başlayarak malikin kişisel borcu olur . vı . bölünme","['madde', 'irat', 'senedinin', 'borçlusu', 'yüklü', 'taşınmazın', 'malikidir', 'yüklü', 'taşınmazı', 'edinen', 'kimse', 'irat', 'senedinin', 'borçlusu', 'olur', 've', 'eski', 'malik', 'başka', 'bir', 'işleme', 'gerek', 'kalmadan', 'borcundan', 'kurtulur', 'faiz', 'borçları', 'taşınmazla', 'güvenceye', 'bağlı', 'olmaktan', 'çıktığı', 'tarihten', 'başlayarak', 'malikin', 'kişisel', 'borcu', 'olur', 'vı', 'bölünme']",40,"['gerek', 'işleme', 'başlayarak', 'bölünme', 'kurtulur', 'olmaktan', 'bir', 'faiz', 'tarihten', 'taşınmazı', 'malikidir', 'bağlı', 'başka', 'eski', 'vı', 'borcundan', 'kişisel', 'malik', 'güvenceye', 'çıktığı', 'borçlusu', 'borçları', 'kimse', 'taşınmazın', 'malikin', 'edinen', 've', 'irat', 'taşınmazla', 'borcu', 'kalmadan', 'senedinin', 'yüklü', 'olur', 'madde']",35,"['madde', 'irat', 'sened', 'borç', 'yük', 'taşınmaz', 'malik', 'yük', 'taşınmaz', 'edin', 'kimse', 'irat', 'sened', 'borç', 'olur', 've', 'eski', 'malik', 'başka', 'bir', 'işle', 'gerek', 'kal', 'borc', 'kurtul', 'faiz', 'borç', 'taşınmaz', 'güvence', 'bağ', 'ol', 'çık', 'tarih', 'başla', 'malik', 'kişisel', 'borc', 'olur', 'vı', 'böl']",4
908,İrat senediyle yüklü taşınmazın bölünmesi h,"Madde 908 - İrat senediyle yüklü taşınmazın bölünmesi hâlinde, parsellerin malikl eri irat senedinin borçlusu olurlar. İrat senedi borcunun parsellere dağıtılmasında, ipotekle yüklü taşınmazın bölünmesine ilişkin hükümler uygulanır. Alacaklı, borc un parsellere dağıtımının kesinleşmesinden başlayarak bir ay içinde yapacağı bildirimle bi r yıl içinde irat senedinin satın alınmasını isteyebilir. C. Ortak hükümler I. Kurulması 1. Alacağın niteliği","madde 908 - irat senediyle yüklü taşınmazın bölünmesi halinde , parsellerin malik eri irat senedinin borçlusu olurlar . irat senedi borcunun parsellere dağıtılmasında , ipotekle yüklü taşınmazın bölünmesine ilişkin hükümler uygulanır . alacaklı , borç un parsellere dağıtımının kesinleşmesinden başlayarak bir ay içinde yapacağı bildirimle bir yıl içinde irat senedinin satın alınmasını isteyebilir . c . ortak hükümleri ı . kurulması 1. alacağın niteliği","['madde', 'irat', 'senediyle', 'yüklü', 'taşınmazın', 'bölünmesi', 'halinde', 'parsellerin', 'malik', 'eri', 'irat', 'senedinin', 'borçlusu', 'olurlar', 'irat', 'senedi', 'borcunun', 'parsellere', 'dağıtılmasında', 'ipotekle', 'yüklü', 'taşınmazın', 'bölünmesine', 'ilişkin', 'hükümler', 'uygulanır', 'alacaklı', 'borç', 'un', 'parsellere', 'dağıtımının', 'kesinleşmesinden', 'başlayarak', 'bir', 'ay', 'içinde', 'yapacağı', 'bildirimle', 'bir', 'yıl', 'içinde', 'irat', 'senedinin', 'satın', 'alınmasını', 'isteyebilir', 'c', 'ortak', 'hükümleri', 'ı', 'kurulması', 'alacağın', 'niteliği']",53,"['başlayarak', 'ortak', 'bir', 'ilişkin', 'hükümler', 'içinde', 'isteyebilir', 'niteliği', 'alınmasını', 'kesinleşmesinden', 'alacağın', 'ipotekle', 'ay', 'hükümleri', 'c', 'malik', 'un', 'kurulması', 'uygulanır', 'senediyle', 'bölünmesine', 'dağıtılmasında', 'borçlusu', 'yıl', 'bildirimle', 'borç', 'parsellerin', 'senedi', 'yapacağı', 'taşınmazın', 'bölünmesi', 'parsellere', 'dağıtımının', 'alacaklı', 'ı', 'borcunun', 'olurlar', 'halinde', 'eri', 'senedinin', 'yüklü', 'irat', 'madde', 'satın']",44,"['madde', 'irat', 'sened', 'yük', 'taşınmaz', 'böl', 'hal', 'parsel', 'malik', 'eri', 'irat', 'sened', 'borç', 'ol', 'irat', 'sened', 'borc', 'parsel', 'dağıt', 'ipotekle', 'yük', 'taşınmaz', 'böl', 'ilişkin', 'hüküm', 'uygula', 'alacak', 'borç', 'un', 'parsel', 'dağıtım', 'kesin', 'başla', 'bir', 'ay', 'içinde', 'yap', 'bildiri', 'bir', 'yıl', 'içinde', 'irat', 'sened', 'sat', 'alın', 'iste', 'c', 'ortak', 'hüküm', 'ı', 'kur', 'al', 'niteliğ']",4
909,İpotekli borç senedi ve irat senedi koşul ve karşı edim kaydı içeremez,Madde 909 - İpotekli borç senedi ve irat senedi koşul ve karşı edim kaydı içeremez. 2. Senedin dayanağı borç ile ilişkisi,madde 909 - ipotekli borç senedi ve irat senedi koşul ve karşı edim kaydı içeremez . 2. senedin dayanağı borç ile ilişkisi,"['madde', 'ipotekli', 'borç', 'senedi', 've', 'irat', 'senedi', 'koşul', 've', 'karşı', 'edim', 'kaydı', 'içeremez', 'senedin', 'dayanağı', 'borç', 'ile', 'ilişkisi']",18,"['içeremez', 'senedin', 'borç', 'ipotekli', 've', 'senedi', 'koşul', 'karşı', 'dayanağı', 'ilişkisi', 'edim', 'ile', 'irat', 'madde', 'kaydı']",15,"['madde', 'ipotek', 'borç', 'sened', 've', 'irat', 'sened', 'koşul', 've', 'karşı', 'edi', 'kay', 'içer', 'sened', 'dayanağ', 'borç', 'ile', 'ilişki']",2
910,İpotekli bor ç senedinin veya irat senedinin düzenlenmesiyle birlikte dayanağı olan borç ilişkisi yenileme yoluyla sona erer,"Madde 910 - İpotekli bor ç senedinin veya irat senedinin düzenlenmesiyle birlikte dayanağı olan borç ilişkisi yenileme yoluyla sona erer. Bunun aksine yapılan sözleşme, sadece tarafları ve iy iniyetli olmayan üçüncü kişileri etkiler. 3. Tescil ve rehin senedi a. Rehin senedini düz enleme gereği","madde 910 - ipotekli borç senedinin veya irat senedinin düzenlenmesiyle birlikte dayanağı olan borç ilişkisi yenileme yoluyla sona erer . bunun aksine yapılan sözleşme , sadece tarafları ve iyiniyetli olmayan üçüncü kişileri etkiler . 3. tescil ve rehin senedi a . rehin senedini düz enleme gereği","['madde', 'ipotekli', 'borç', 'senedinin', 'veya', 'irat', 'senedinin', 'düzenlenmesiyle', 'birlikte', 'dayanağı', 'olan', 'borç', 'ilişkisi', 'yenileme', 'yoluyla', 'sona', 'erer', 'bunun', 'aksine', 'yapılan', 'sözleşme', 'sadece', 'tarafları', 've', 'iyiniyetli', 'olmayan', 'üçüncü', 'kişileri', 'etkiler', 'tescil', 've', 'rehin', 'senedi', 'a', 'rehin', 'senedini', 'düz', 'enleme', 'gereği']",39,"['yoluyla', 'iyiniyetli', 'a', 'ilişkisi', 'senedini', 'gereği', 'enleme', 'aksine', 'kişileri', 'olan', 'tarafları', 'tescil', 'bunun', 'borç', 'düzenlenmesiyle', 'sözleşme', 'senedi', 'dayanağı', 'yenileme', 'etkiler', 'sona', 'üçüncü', 'düz', 'sadece', 'rehin', 'veya', 'ipotekli', 've', 'olmayan', 'birlikte', 'yapılan', 'senedinin', 'erer', 'irat', 'madde']",35,"['madde', 'ipotek', 'borç', 'sened', 'veya', 'irat', 'sened', 'düzenle', 'birlikte', 'dayanağ', 'ol', 'borç', 'ilişki', 'yenile', 'yoluyla', 'son', 'er', 'bu', 'aksine', 'yapılan', 'sözleş', 'sadece', 'taraf', 've', 'iyiniyet', 'ol', 'üçüncü', 'kişi', 'etkile', 'tescil', 've', 'rehin', 'sened', 'a', 'rehin', 'sened', 'düz', 'enlem', 'gereğ']",3
911,İpotekli borç senedi veya irat senedi için tapu kütüğüne yapılacak tescilden başka rehin senedi de düzenlenir,"Madde 911 - İpotekli borç senedi veya irat senedi için tapu kütüğüne yapılacak tescilden başka rehin senedi de düzenlenir. Senet daha sonra düzenlenmiş olsa bile, hukukî sonuçlarını tescil tarihinden başlayarak doğurur. b. Rehin senedinin d üzenlenmesi","madde 911 - ipotekli borç senedi veya irat senedi için tapu kütüğüne yapılacak tescilden başka rehin senedi de düzenlenir . senet daha sonra düzenlenmiş olsa bile , hukuki sonuçlarını tescil tarihinden başlayarak doğurur . b . rehin senedinin d üzenlenmesi","['madde', 'ipotekli', 'borç', 'senedi', 'veya', 'irat', 'senedi', 'için', 'tapu', 'kütüğüne', 'yapılacak', 'tescilden', 'başka', 'rehin', 'senedi', 'de', 'düzenlenir', 'senet', 'daha', 'sonra', 'düzenlenmiş', 'olsa', 'bile', 'hukuki', 'sonuçlarını', 'tescil', 'tarihinden', 'başlayarak', 'doğurur', 'b', 'rehin', 'senedinin', 'd', 'üzenlenmesi']",34,"['başlayarak', 'için', 'de', 'tarihinden', 'd', 'doğurur', 'düzenlenmiş', 'üzenlenmesi', 'başka', 'yapılacak', 'tapu', 'b', 'tescilden', 'tescil', 'borç', 'daha', 'senedi', 'senet', 'bile', 'olsa', 'sonra', 'rehin', 'veya', 'ipotekli', 'kütüğüne', 'düzenlenir', 'senedinin', 'sonuçlarını', 'irat', 'madde', 'hukuki']",31,"['madde', 'ipotek', 'borç', 'sened', 'veya', 'irat', 'sened', 'için', 'tapu', 'kütüğ', 'yap', 'tescil', 'başka', 'rehin', 'sened', 'de', 'düzenle', 'senet', 'daha', 'sonra', 'düzenle', 'ol', 'bile', 'hukuki', 'sonuç', 'tescil', 'tarih', 'başla', 'doğur', 'b', 'rehin', 'sened', 'd', 'üz']",3
912,İpotekli borç senedi ve irat senedi,"Madde 912 - İpotekli borç senedi ve irat senedi, tapu memuru tarafından düzenlenir. Senetler üzerinde tapu memuru ile yetkili Hazine temsilcisinin imzalar ı bulunur. Bu senetler, alacaklı veya temsilcisine ancak borçlunun ve yüklü taşınmazın ma likinin yazılı rızaları üzerine verilebilir. c. Rehin senedinin şekli","madde 912 - ipotekli borç senedi ve irat senedi , tapu memuru tarafından düzenlenir . senetler üzerinde tapu memuru ile yetkili hazine temsilcisinin imzaları bulunur . bu senetler , alacaklı veya temsilcisine ancak borçlunun ve yüklü taşınmazın malikinin yazılı rizaları üzerine verilebilir . c . rehin senedinin şekli","['madde', 'ipotekli', 'borç', 'senedi', 've', 'irat', 'senedi', 'tapu', 'memuru', 'tarafından', 'düzenlenir', 'senetler', 'üzerinde', 'tapu', 'memuru', 'ile', 'yetkili', 'hazine', 'temsilcisinin', 'imzaları', 'bulunur', 'bu', 'senetler', 'alacaklı', 'veya', 'temsilcisine', 'ancak', 'borçlunun', 've', 'yüklü', 'taşınmazın', 'malikinin', 'yazılı', 'rizaları', 'üzerine', 'verilebilir', 'c', 'rehin', 'senedinin', 'şekli']",40,"['senetler', 'hazine', 'şekli', 'üzerinde', 'verilebilir', 'c', 'bulunur', 'üzerine', 'yetkili', 'yazılı', 'rizaları', 'tapu', 'borçlunun', 'imzaları', 'borç', 'tarafından', 'senedi', 'taşınmazın', 'alacaklı', 'bu', 'ile', 'malikinin', 'memuru', 'rehin', 'veya', 'ipotekli', 've', 'ancak', 'düzenlenir', 'temsilcisine', 'senedinin', 'yüklü', 'irat', 'madde', 'temsilcisinin']",35,"['madde', 'ipotek', 'borç', 'sened', 've', 'irat', 'sened', 'tapu', 'memur', 'tarafından', 'düzenle', 'senet', 'üzerinde', 'tapu', 'memur', 'ile', 'yetkili', 'hazin', 'temsilci', 'imza', 'bulun', 'bu', 'senet', 'alacak', 'veya', 'temsilci', 'ancak', 'borç', 've', 'yük', 'taşınmaz', 'malik', 'yazılı', 'riza', 'üzerine', 'ver', 'c', 'rehin', 'sened', 'şekli']",4
913,İpotekli borç senedi ve irat senedinin şekilleri Cumhurbaşkanınca çıkarılan yönetme likle belirlenir,Madde 913 - İpotekli borç senedi ve irat senedinin şekilleri Cumhurbaşkanınca çıkarılan yönetme likle belirlenir.37 4. Alacaklının belirlenmesi a. Düzenleme sırasında,madde 913 - ipotekli borç senedi ve irat senedinin şekilleri cumhurbaşkanınca çıkarılan yönetmelikle belirlenir . 37 4. alacaklının belirlenmesi a . düzenleme sırasında,"['madde', 'ipotekli', 'borç', 'senedi', 've', 'irat', 'senedinin', 'şekilleri', 'cumhurbaşkanınca', 'çıkarılan', 'yönetmelikle', 'belirlenir', 'alacaklının', 'belirlenmesi', 'a', 'düzenleme', 'sırasında']",17,"['düzenleme', 'belirlenmesi', 'çıkarılan', 'borç', 'sırasında', 'cumhurbaşkanınca', 'a', 'ipotekli', 've', 'senedi', 'yönetmelikle', 'belirlenir', 'senedinin', 'alacaklının', 'irat', 'madde', 'şekilleri']",17,"['madde', 'ipotek', 'borç', 'sened', 've', 'irat', 'sened', 'şekil', 'cumhurbaşkan', 'çıkar', 'yönetmelik', 'belirle', 'alacak', 'belirle', 'a', 'düzenle', 'sırasında']",2
914,İpotekl i borç senedi ve irat senedi nama veya hamile yazılı düzenlenebilir,"Madde 914 - İpotekl i borç senedi ve irat senedi nama veya hamile yazılı düzenlenebilir. Bu senetler, yüklü taşınmazın maliki adına da düzenlenebilir. b. Ortak temsilci","madde 914 - ipotekli borç senedi ve irat senedi nama veya hamile yazılı düzenlenebilir . bu senetler , yüklü taşınmazın maliki adına da düzenlenebilir . b . ortak temsilci","['madde', 'ipotekli', 'borç', 'senedi', 've', 'irat', 'senedi', 'nama', 'veya', 'hamile', 'yazılı', 'düzenlenebilir', 'bu', 'senetler', 'yüklü', 'taşınmazın', 'maliki', 'adına', 'da', 'düzenlenebilir', 'b', 'ortak', 'temsilci']",23,"['senetler', 'ortak', 'temsilci', 'adına', 'yazılı', 'nama', 'maliki', 'hamile', 'b', 'borç', 'senedi', 'taşınmazın', 'bu', 'düzenlenebilir', 'veya', 'ipotekli', 've', 'da', 'yüklü', 'irat', 'madde']",21,"['madde', 'ipotek', 'borç', 'sened', 've', 'irat', 'sened', 'nam', 'veya', 'hamile', 'yazılı', 'düzenle', 'bu', 'senet', 'yük', 'taşınmaz', 'malik', 'adına', 'da', 'düzenle', 'b', 'ortak', 'temsilci']",3
915,İpotekli borç senedi veya irat senedi düzenlenirken,"Madde 915 - İpotekli borç senedi veya irat senedi düzenlenirken, gerekli ödemeleri yapmak ve ödenecek par aları tahsil etmek, yapılacak tebliğleri almak, güvence azalmalarına rıza göstermek ve genel olarak alacaklının, borçlunun ve malikin haklarını tam bir özen ve tarafs ızlıkla korumak üzere bunlar tarafından bir temsilci atanabilir. Temsilcinin adı tapu küt üğüne ve rehin senedine yazılır. Temsilcinin yetkisinin sona ermesi hâlinde ilgililer anlaşamazlarsa, sulh hâkimi gerekli önlemleri alır. 5. Ödeme yeri","madde 915 - ipotekli borç senedi veya irat senedi düzenlenirken , gerekli ödemeleri yapmak ve ödenecek paraları tahsil etmek , yapılacak tebliğleri almak , güvence azalmalarına rıza göstermek ve genel olarak alacaklının , borçlunun ve malikin haklarını tam bir özen ve tarafsızlıkla korumak üzere bunlar tarafından bir temsilci atanabilir . temsilcinin adı tapu kütüğüne ve rehin senedine yazılır . temsilcinin yetkisinin sona ermesi halinde ilgililer anlaşamazlarsa , sulh hâkimi gerekli önlemleri alır . 5. ödeme yeri","['madde', 'ipotekli', 'borç', 'senedi', 'veya', 'irat', 'senedi', 'düzenlenirken', 'gerekli', 'ödemeleri', 'yapmak', 've', 'ödenecek', 'paraları', 'tahsil', 'etmek', 'yapılacak', 'tebliğleri', 'almak', 'güvence', 'azalmalarına', 'rıza', 'göstermek', 've', 'genel', 'olarak', 'alacaklının', 'borçlunun', 've', 'malikin', 'haklarını', 'tam', 'bir', 'özen', 've', 'tarafsızlıkla', 'korumak', 'üzere', 'bunlar', 'tarafından', 'bir', 'temsilci', 'atanabilir', 'temsilcinin', 'adı', 'tapu', 'kütüğüne', 've', 'rehin', 'senedine', 'yazılır', 'temsilcinin', 'yetkisinin', 'sona', 'ermesi', 'halinde', 'ilgililer', 'anlaşamazlarsa', 'sulh', 'hâkimi', 'gerekli', 'önlemleri', 'alır', 'ödeme', 'yeri']",65,"['atanabilir', 'anlaşamazlarsa', 'bir', 'adı', 'tebliğleri', 'üzere', 'korumak', 'olarak', 'göstermek', 'almak', 'etmek', 'özen', 'temsilci', 'tarafsızlıkla', 'yapılacak', 'paraları', 'ermesi', 'haklarını', 'temsilcinin', 'sulh', 'yetkisinin', 'azalmalarına', 'tapu', 'borçlunun', 'yeri', 'yazılır', 'tam', 'ilgililer', 'borç', 'genel', 'hâkimi', 'rıza', 'tarafından', 'düzenlenirken', 'senedi', 'önlemleri', 'malikin', 'sona', 'bunlar', 'güvence', 'ödeme', 'halinde', 'rehin', 'veya', 'ipotekli', 've', 'kütüğüne', 'ödemeleri', 'senedine', 'alır', 'yapmak', 'alacaklının', 'ödenecek', 'irat', 'madde', 'tahsil', 'gerekli']",57,"['madde', 'ipotek', 'borç', 'sened', 'veya', 'irat', 'sened', 'düzenle', 'gerekli', 'öde', 'yap', 've', 'öde', 'para', 'tahsil', 'et', 'yap', 'tebliğ', 'al', 'güve', 'azal', 'rıza', 'göster', 've', 'genel', 'ol', 'alacak', 'borç', 've', 'malik', 'hak', 'tam', 'bir', 'özen', 've', 'taraf', 'koru', 'üzere', 'bu', 'tarafından', 'bir', 'temsilci', 'ata', 'temsilci', 'ad', 'tapu', 'kütüğ', 've', 'rehin', 'sened', 'yaz', 'temsilci', 'yetki', 'son', 'er', 'hal', 'ilgili', 'anlaş', 'sulh', 'haki', 'gerekli', 'önlem', 'al', 'öde', 'yer']",4
916,Rehin senedinden aksi anlaşılmadıkça,"Madde 916 - Rehin senedinden aksi anlaşılmadıkça, senet hamile yazılı olsa bile borçlu, bütün ödemele rini alacaklının yerleşim yerinde yapmak zorundadır. Alacaklının yerleşim yeri bilinmediği veya alacaklı yerleşim yerini borçlunun zararına 37 2/7/2018 tarihli ve 700 sayılı KHK’nin 139 uncu maddesiyle, bu fıkrada yer al an “tüzükle” ibaresi “Cumhurbaşkanınca çıka rılan yönetmelikle” şeklinde değiştirilmiştir. değiştirdiği takdirde bor çlu, borcunu kendi yerleşim yerindeki veya alacaklının eski yerleşim yerindeki hâkimin bel irleyeceği yere tevdi ederek borcundan kurtulabilir. Senedin faiz kuponları varsa faiz ödemesi, kuponları ibraz edene yapılır. 6. Alacağın devrinden sonra ödeme","madde 916 - rehin senedinden aksi anlaşılmadıkça , senet hamile yazılı olsa bile borçlu , bütün ödemelerini alacaklının yerleşim yerinde yapmak zorundadır . alacaklının yerleşim yeri bilinmediği veya alacaklı yerleşim yerini borçlunun zararına 37 2/7/2018 tarihli ve 700 sayılı khknın 139 uncu maddesiyle , bu fıkrada yer al an “ tüzükle ” ibaresi “ cumhurbaşkanınca çıkarılan yönetmelikle ” şeklinde değiştirilmiştir . değiştirdiği takdirde borçlu clu , borcunu kendi yerleşim yerindeki veya alacaklının eski yerleşim yerindeki hakimin belirleyeceği yere tevdi ederek borcundan kurtulabilir . senedin faiz kuponları varsa faiz ödemesi , kuponları ibraz edene yapılır . 6. alacağın devrinden sonra ödeme","['madde', 'rehin', 'senedinden', 'aksi', 'anlaşılmadıkça', 'senet', 'hamile', 'yazılı', 'olsa', 'bile', 'borçlu', 'bütün', 'ödemelerini', 'alacaklının', 'yerleşim', 'yerinde', 'yapmak', 'zorundadır', 'alacaklının', 'yerleşim', 'yeri', 'bilinmediği', 'veya', 'alacaklı', 'yerleşim', 'yerini', 'borçlunun', 'zararına', 'tarihli', 've', 'sayılı', 'khknın', 'uncu', 'maddesiyle', 'bu', 'fıkrada', 'yer', 'al', 'an', 'tüzükle', 'ibaresi', 'cumhurbaşkanınca', 'çıkarılan', 'yönetmelikle', 'şeklinde', 'değiştirilmiştir', 'değiştirdiği', 'takdirde', 'borçlu', 'clu', 'borcunu', 'kendi', 'yerleşim', 'yerindeki', 'veya', 'alacaklının', 'eski', 'yerleşim', 'yerindeki', 'hakimin', 'belirleyeceği', 'yere', 'tevdi', 'ederek', 'borcundan', 'kurtulabilir', 'senedin', 'faiz', 'kuponları', 'varsa', 'faiz', 'ödemesi', 'kuponları', 'ibraz', 'edene', 'yapılır', 'alacağın', 'devrinden', 'sonra', 'ödeme']",80,"['yerini', 'senedin', 'fıkrada', 'faiz', 'al', 'yerinde', 'ederek', 'borcunu', 'alacağın', 'takdirde', 'kendi', 'anlaşılmadıkça', 'tüzükle', 'yere', 'eski', 'yerleşim', 'edene', 'ödemelerini', 'borcundan', 'şeklinde', 'yazılı', 'belirleyeceği', 'hakimin', 'aksi', 'bütün', 'hamile', 'değiştirilmiştir', 'borçlunun', 'ibraz', 'uncu', 'yeri', 'kuponları', 'çıkarılan', 'ödemesi', 'zorundadır', 'bilinmediği', 'cumhurbaşkanınca', 'tarihli', 'senet', 'yerindeki', 'bile', 'an', 'khknın', 'varsa', 'alacaklı', 'devrinden', 'bu', 'tevdi', 'maddesiyle', 'olsa', 'sonra', 'ödeme', 'senedinden', 'kurtulabilir', 'ibaresi', 'clu', 'rehin', 'veya', 've', 'değiştirdiği', 'borçlu', 'yönetmelikle', 'sayılı', 'zararına', 'yapmak', 'yer', 'alacaklının', 'madde', 'yapılır']",69,"['madde', 'rehin', 'sened', 'aksi', 'anlaş', 'senet', 'hamile', 'yazılı', 'ol', 'bile', 'borç', 'bütün', 'öde', 'alacak', 'yerleşim', 'yerinde', 'yap', 'zor', 'alacak', 'yerleşim', 'yer', 'bilinmediğ', 'veya', 'alacak', 'yerleşim', 'yer', 'borç', 'zararına', 'tarih', 've', 'sayılı', 'khk', 'un', 'madde', 'bu', 'fıkra', 'ye', 'al', 'an', 'tüzük', 'ibare', 'cumhurbaşkan', 'çıkar', 'yönetmelik', 'şekl', 'değiş', 'değiş', 'takdirde', 'borç', 'borc', 'kendi', 'yerleşim', 'yer', 'veya', 'alacak', 'eski', 'yerleşim', 'yer', 'haki', 'belirle', 'yer', 'tevdi', 'ed', 'borc', 'kurtul', 'sened', 'faiz', 'kupon', 'var', 'faiz', 'öde', 'kupon', 'ibraz', 'ede', 'yap', 'al', 'devr', 'sonra', 'öde']",5
